performance_id,competition,program,name,nation,rank,starting_number,total_segment_score,total_element_score,total_component_score,total_deductions
eb97247529,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Shuran YU,SGP,20,2,43.26,22.37,20.89,0.00
eb9af507ca,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Maisy Hiu Ching MA,HKG,19,3,43.55,22.79,20.76,0.00
c5495a6382,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Kailani CRAINE,AUS,13,4,54.70,30.67,24.03,0.00
7ec0b49aa3,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Brooklee HAN,AUS,16,5,48.44,26.18,23.26,1.00
9320ccf6db,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Xiangning LI,CHN,11,6,55.73,32.70,24.03,1.00
d9d041c01e,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Ziquan ZHAO,CHN,15,7,49.97,27.15,23.82,1.00
7041c83d48,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Suh Hyun SON,KOR,22,8,38.61,19.47,20.14,1.00
dffa006a79,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Mai MIHARA,JPN,4,9,66.51,37.31,29.20,0.00
aaeb6a8157,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Michaela DU TOIT,RSA,23,10,33.39,16.79,18.60,2.00
a4907bef92,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Chloe ING,SGP,21,11,41.61,21.73,20.88,1.00
28db5bf7c4,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Wakaba HIGUCHI,JPN,10,12,58.83,31.44,28.39,1.00
1d2f77cde0,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Mariah BELL,USA,7,13,61.21,31.69,29.52,0.00
c9add65bb2,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Dabin CHOI,KOR,6,14,61.62,35.56,26.06,0.00
fbee53c7c5,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Nahyun KIM,KOR,17,15,45.95,22.42,24.53,1.00
b8322b1f21,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Zijun LI,CHN,8,16,60.37,31.80,28.57,0.00
be6eb2fc47,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Alaine CHARTRAND,CAN,14,17,53.64,26.14,28.50,1.00
dae72d06c7,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Rika HONGO,JPN,9,18,59.16,29.66,29.50,0.00
1d1890086f,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Karen CHEN,USA,12,19,55.60,26.32,30.28,1.00
eaaeb59642,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Mirai NAGASU,USA,5,20,62.91,32.43,30.48,0.00
d85f9172bd,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Kaetlyn OSMOND,CAN,2,21,68.21,36.42,32.79,1.00
cfcfa7a82c,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Gabrielle DALEMAN,CAN,1,22,68.25,36.97,31.28,0.00
cc7f9b6499,ISU Four Continents Championships 2017,LADIES SHORT PROGRAM,Elizabet TURSYNBAEVA,KAZ,3,23,66.87,37.53,29.34,0.00
f6fc06bf02,ISU Four Continents Championships 2017,MEN FREE SKATING,Leslie Man Cheuk IP,HKG,22,1,93.88,52.32,45.56,4.00
71fda67f58,ISU Four Continents Championships 2017,MEN FREE SKATING,Andrew DODDS,AUS,21,2,101.88,48.04,54.84,1.00
941e39a7e2,ISU Four Continents Championships 2017,MEN FREE SKATING,Micah TANG,TPE,24,3,89.38,46.24,44.14,1.00
5f551245e5,ISU Four Continents Championships 2017,MEN FREE SKATING,Mark WEBSTER,AUS,20,4,105.11,51.41,54.70,1.00
daefc54f5d,ISU Four Continents Championships 2017,MEN FREE SKATING,Kai Xiang CHEW,MAS,23,5,91.08,46.88,45.20,1.00
5685682717,ISU Four Continents Championships 2017,MEN FREE SKATING,Chih-I TSAO,TPE,19,6,118.61,64.25,56.36,2.00
66d1203208,ISU Four Continents Championships 2017,MEN FREE SKATING,Nam NGUYEN,CAN,7,7,164.09,92.57,72.52,1.00
7c8dcf3c6c,ISU Four Continents Championships 2017,MEN FREE SKATING,Sihyeong LEE,KOR,17,8,130.32,64.04,66.28,0.00
7d28c38c8b,ISU Four Continents Championships 2017,MEN FREE SKATING,Michael Christian MARTINEZ,PHI,14,9,141.68,71.56,71.12,1.00
4e2382d76f,ISU Four Continents Championships 2017,MEN FREE SKATING,Julian Zhi Jie YEE,MAS,16,10,130.46,63.96,67.50,1.00
e0c1ea6119,ISU Four Continents Championships 2017,MEN FREE SKATING,Jinseo KIM,KOR,15,11,130.79,63.95,67.84,1.00
4a78f8f4af,ISU Four Continents Championships 2017,MEN FREE SKATING,June Hyoung LEE,KOR,18,12,120.03,56.11,64.92,1.00
270daabf58,ISU Four Continents Championships 2017,MEN FREE SKATING,Keiji TANAKA,JPN,13,13,142.63,68.71,73.92,0.00
7b854b99d2,ISU Four Continents Championships 2017,MEN FREE SKATING,Kevin REYNOLDS,CAN,12,14,145.95,72.31,74.64,1.00
71df8d27aa,ISU Four Continents Championships 2017,MEN FREE SKATING,Brendan KERRY,AUS,11,15,149.28,76.70,72.58,0.00
46fa7ee33d,ISU Four Continents Championships 2017,MEN FREE SKATING,Jason BROWN,USA,6,16,165.08,79.36,85.72,0.00
666b6bb88c,ISU Four Continents Championships 2017,MEN FREE SKATING,Misha GE,UZB,8,17,157.56,80.64,76.92,0.00
895358469f,ISU Four Continents Championships 2017,MEN FREE SKATING,Grant HOCHSTEIN,USA,9,18,153.78,77.00,77.78,1.00
c66cb4f362,ISU Four Continents Championships 2017,MEN FREE SKATING,Boyang JIN,CHN,5,19,176.18,100.74,77.44,2.00
04fbca1000,ISU Four Continents Championships 2017,MEN FREE SKATING,Patrick CHAN,CAN,4,20,179.52,88.94,92.58,2.00
0784fdc0d3,ISU Four Continents Championships 2017,MEN FREE SKATING,Han YAN,CHN,10,21,151.37,73.09,78.28,0.00
742c0c0145,ISU Four Continents Championships 2017,MEN FREE SKATING,Shoma UNO,JPN,3,22,187.77,98.69,91.08,2.00
3ba00e375c,ISU Four Continents Championships 2017,MEN FREE SKATING,Yuzuru HANYU,JPN,1,23,206.67,112.33,94.34,0.00
5714d43e36,ISU Four Continents Championships 2017,MEN FREE SKATING,Nathan CHEN,USA,2,24,204.34,115.48,88.86,0.00
d195ef4e25,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Micah TANG,TPE,24,1,46.41,24.65,21.76,0.00
943d761e1e,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Mark WEBSTER,AUS,20,2,54.92,29.50,25.42,0.00
33cbfb1a33,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Harrison Jon-Yen WONG,HKG,26,3,45.12,22.54,23.58,1.00
0a5a8eb3d8,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Kai Xiang CHEW,MAS,23,4,47.38,25.48,21.90,0.00
246e6d5ca5,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Brendan KERRY,AUS,10,5,78.11,43.07,36.04,1.00
a35d789ab9,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Chih-I TSAO,TPE,22,6,51.02,24.49,28.53,2.00
fea9314cce,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Sihyeong LEE,KOR,17,7,65.40,34.62,30.78,0.00
ec2d96ece7,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,June Hyoung LEE,KOR,16,8,67.55,35.10,32.45,0.00
62ae629b50,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Leslie Man Cheuk IP,HKG,21,9,52.86,27.22,25.64,0.00
cab8ea8153,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Jinseo KIM,KOR,18,10,64.26,31.83,32.43,0.00
8175e3cea2,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Julian Zhi Jie YEE,MAS,15,11,72.21,38.92,33.29,0.00
ae9f31ca6b,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Harry Hau Yin LEE,HKG,25,12,45.27,21.81,23.46,0.00
5435a3ee6c,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Andrew DODDS,AUS,19,13,60.17,28.02,32.15,0.00
cb1e9e9972,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Kevin REYNOLDS,CAN,12,14,76.36,39.57,37.79,1.00
79cb0ab09e,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Han YAN,CHN,6,15,84.08,44.61,39.47,0.00
32e2b72826,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Keiji TANAKA,JPN,11,16,77.55,38.90,38.65,0.00
6d77aec729,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Nam NGUYEN,CAN,13,17,72.99,35.38,37.61,0.00
af8b91ff1e,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Michael Christian MARTINEZ,PHI,14,18,72.47,37.23,35.24,0.00
8b4f8b64da,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Nathan CHEN,USA,1,19,103.12,59.58,43.54,0.00
5f0aafed59,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Grant HOCHSTEIN,USA,7,20,81.94,42.34,39.60,0.00
ff88cb1449,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Jason BROWN,USA,9,21,80.77,38.77,43.00,1.00
390c69a3e0,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Yuzuru HANYU,JPN,3,22,97.04,50.11,46.93,0.00
59cad24cef,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Shoma UNO,JPN,2,23,100.28,56.07,44.21,0.00
51ab21af1f,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Patrick CHAN,CAN,5,24,88.46,43.70,45.76,1.00
d33fa6c9b7,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Misha GE,UZB,8,25,81.85,42.27,40.58,1.00
9e2aa6cbc6,ISU Four Continents Championships 2017,MEN SHORT PROGRAM,Boyang JIN,CHN,4,26,91.33,51.26,40.07,0.00
7e816bb1ac,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Minji JI / Themistocles LEFTHERIS,KOR,13,1,83.38,45.39,39.99,2.00
e5fa92e709,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Su Yeon KIM / Hyungtae KIM,KOR,12,2,90.80,50.16,40.64,0.00
84931eebbe,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Kyueun KIM / Alex Kang Chan KAM,KOR,15,3,77.85,38.71,40.14,1.00
2686fc5cfb,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Ekaterina ALEXANDROVSKAYA / Harley WINDSOR,AUS,11,4,98.00,51.89,46.11,0.00
8686b5717c,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Miu SUZAKI / Ryuichi KIHARA,JPN,14,5,80.37,39.20,42.17,1.00
1fb699c898,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Ashley CAIN / Timothy LEDUC,USA,10,6,106.29,53.28,54.01,1.00
ecd69e3f05,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,9,7,106.82,56.43,51.39,1.00
f57f2bc625,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Haven DENNEY / Brandon FRAZIER,USA,8,8,116.06,57.91,59.15,1.00
f50ec8fab4,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Cheng PENG / Yang JIN,CHN,3,9,136.48,71.40,65.08,0.00
f959d0c57a,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,7,10,121.46,60.97,61.49,1.00
9925c48e13,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,6,11,124.81,61.54,63.27,0.00
ff94ae67fc,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Meagan DUHAMEL / Eric RADFORD,CAN,2,12,137.92,70.71,67.21,0.00
29dee24044,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,4,13,132.27,66.17,67.10,1.00
3b0ec3502f,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Xiaoyu YU / Hao ZHANG,CHN,5,14,128.20,63.70,64.50,0.00
1c183408e2,ISU Four Continents Championships 2017,PAIRS FREE SKATING,Wenjing SUI / Cong HAN,CHN,1,15,144.28,71.45,73.83,1.00
6aaec4708d,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Minji JI / Themistocles LEFTHERIS,KOR,14,1,45.81,24.58,21.23,0.00
eac8eeb36e,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Ekaterina ALEXANDROVSKAYA / Harley WINDSOR,AUS,11,2,56.10,33.16,23.94,1.00
8e1cafeead,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Kyueun KIM / Alex Kang Chan KAM,KOR,15,3,41.06,22.10,19.96,1.00
89377e4cbf,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Ashley CAIN / Timothy LEDUC,USA,9,4,62.58,35.19,27.39,0.00
84a92e17ad,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Su Yeon KIM / Hyungtae KIM,KOR,13,5,49.88,28.45,21.43,0.00
606685054c,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Miu SUZAKI / Ryuichi KIHARA,JPN,12,6,50.48,28.65,21.83,0.00
8b7f3cbaf5,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Cheng PENG / Yang JIN,CHN,7,7,66.44,36.60,30.84,1.00
ec7546f2e0,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Sumire SUTO / Francis BOUDREAU-AUDET,JPN,10,8,58.14,31.85,26.29,0.00
fad7157061,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,5,9,70.89,39.81,31.08,0.00
a0503d8ea5,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Haven DENNEY / Brandon FRAZIER,USA,8,10,63.39,35.30,29.09,1.00
c4e3c63222,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Xiaoyu YU / Hao ZHANG,CHN,2,11,75.20,42.97,32.23,0.00
0cbe8e91cd,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Wenjing SUI / Cong HAN,CHN,1,12,80.75,44.83,35.92,0.00
6f53136ffb,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Alexa SCIMECA KNIERIM / Chris KNIERIM,USA,6,13,69.10,38.09,31.01,0.00
44c5557847,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,4,14,73.04,40.59,32.45,0.00
7aea3c1a81,ISU Four Continents Championships 2017,PAIRS SHORT PROGRAM,Meagan DUHAMEL / Eric RADFORD,CAN,3,15,74.31,40.90,34.41,1.00
f1fb7a8bc7,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Yura MIN / Alexander GAMELIN,KOR,10,1,85.25,44.34,40.91,0.00
a9b8e11c95,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Kana MURAMOTO / Chris REED,JPN,8,2,91.18,47.10,44.08,0.00
2da24cce62,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Isabella TOBIAS / Ilia TKACHENKO,ISR,5,3,98.66,51.22,47.44,0.00
1fa2b86ce7,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Elliana POGREBINSKY / Alex BENOIT,USA,7,4,93.58,49.15,44.43,0.00
a100823597,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Alisa AGAFONOVA / Alper UCAR,TUR,9,5,87.12,44.02,43.10,0.00
7e27d3fc42,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Charlene GUIGNARD / Marco FABBRI,ITA,4,6,100.65,51.48,49.17,0.00
6745000772,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Elena ILINYKH / Ruslan ZHIGANSHIN,RUS,6,7,98.56,48.72,49.84,0.00
7076c7c273,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,3,8,105.85,53.02,53.83,1.00
3c2e1ced28,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Madison HUBBELL / Zachary DONOHUE,USA,2,9,106.99,54.50,52.49,0.00
562c425f22,ISU GP 2016 Progressive Skate America,ICE DANCE FREE DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,1,10,112.71,56.95,55.76,0.00
bfc5291bb3,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,1,1,73.04,36.21,36.83,0.00
cffdc01f64,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Yura MIN / Alexander GAMELIN,KOR,9,2,56.25,29.39,26.86,0.00
58a00eb66f,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Kana MURAMOTO / Chris REED,JPN,10,3,56.19,27.60,28.59,0.00
2a9679da39,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Alisa AGAFONOVA / Alper UCAR,TUR,7,4,58.98,30.64,28.34,0.00
57c347d443,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Elena ILINYKH / Ruslan ZHIGANSHIN,RUS,4,5,66.60,33.52,33.08,0.00
59ad07e30a,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Charlene GUIGNARD / Marco FABBRI,ITA,5,6,64.79,32.25,32.54,0.00
77d2843ce9,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,2,7,68.92,33.32,35.60,0.00
a2119a905d,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Isabella TOBIAS / Ilia TKACHENKO,ISR,6,8,63.33,32.67,30.66,0.00
c64c4d9a45,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Madison HUBBELL / Zachary DONOHUE,USA,3,9,68.78,35.52,33.26,0.00
b3288c71b9,ISU GP 2016 Progressive Skate America,ICE DANCE SHORT DANCE,Elliana POGREBINSKY / Alex BENOIT,USA,8,10,58.18,29.66,28.52,0.00
728788ebdd,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Kanako MURAKAMI,JPN,9,1,97.16,43.34,53.82,0.00
1c7f38ebc4,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Angelina KUCHVALSKA,LAT,11,2,87.17,39.50,49.67,2.00
54906ce09f,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Serafima SAKHANOVICH,RUS,7,3,107.32,52.58,54.74,0.00
10c7aec5a5,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Roberta RODEGHIERO,ITA,10,4,96.51,44.26,53.25,1.00
613fcf46e5,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,So Youn PARK,KOR,8,5,103.20,48.53,55.67,1.00
19a3ae3f4d,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Gabrielle DALEMAN,CAN,4,6,122.14,62.11,61.03,1.00
80bc112b7c,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Mao ASADA,JPN,6,7,112.31,46.35,65.96,0.00
deeadfe2de,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Mariah BELL,USA,1,8,130.67,66.22,64.45,0.00
8198705555,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Mai MIHARA,JPN,3,9,123.53,60.84,62.69,0.00
c351343d7d,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Ashley WAGNER,USA,2,10,126.94,56.88,70.06,0.00
bb448d4627,ISU GP 2016 Progressive Skate America,LADIES FREE SKATING,Gracie GOLD,USA,5,11,119.35,56.79,64.56,2.00
2b26f83489,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Angelina KUCHVALSKA,LAT,11,1,47.80,22.97,25.83,1.00
cfddffd4d7,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Serafima SAKHANOVICH,RUS,8,2,56.52,29.24,27.28,0.00
c898c834cb,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Mao ASADA,JPN,5,3,64.47,30.99,33.48,0.00
cb6e4d9f25,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Mariah BELL,USA,6,4,60.92,31.01,29.91,0.00
018531f1a3,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,So Youn PARK,KOR,7,5,58.16,30.74,27.42,0.00
f85c7269a1,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Gracie GOLD,USA,3,6,64.87,33.21,32.66,1.00
a8adcf4b45,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Roberta RODEGHIERO,ITA,9,7,52.62,26.32,26.30,0.00
b24a710672,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Kanako MURAKAMI,JPN,10,8,47.87,21.47,26.40,0.00
1af96f2314,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Mai MIHARA,JPN,2,9,65.75,35.72,30.03,0.00
9112a2667e,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Gabrielle DALEMAN,CAN,4,10,64.49,34.06,30.43,0.00
1b77417432,ISU GP 2016 Progressive Skate America,LADIES SHORT PROGRAM,Ashley WAGNER,USA,1,11,69.50,34.78,34.72,0.00
c3f259694f,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Maxim KOVTUN,RUS,6,1,163.32,88.40,75.92,1.00
52eb373641,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Brendan KERRY,AUS,10,2,140.14,70.16,71.98,2.00
a0fd5739fb,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Timothy DOLENSKY,USA,8,3,148.94,74.24,74.70,0.00
894e0b7da7,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Jorik HENDRICKX,BEL,9,4,148.29,72.57,75.72,0.00
d1cb21dadd,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Boyang JIN,CHN,4,5,172.15,95.15,78.00,1.00
32f3ae202a,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Nam NGUYEN,CAN,7,6,159.64,82.70,76.94,0.00
7ca988a4b2,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Sergei VORONOV,RUS,5,7,166.60,86.00,80.60,0.00
c58c6c3ea5,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Adam RIPPON,USA,3,8,174.11,89.25,85.86,1.00
f742fcba8e,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Shoma UNO,JPN,1,9,190.19,100.11,91.08,1.00
3fddefa1b1,ISU GP 2016 Progressive Skate America,MEN FREE SKATING,Jason BROWN,USA,2,10,182.63,92.61,90.02,0.00
93b3e1f43b,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Brendan KERRY,AUS,9,1,71.62,37.81,34.81,1.00
59ef4ef0f1,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Boyang JIN,CHN,8,2,72.93,37.89,37.04,2.00
3c645d467e,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Timothy DOLENSKY,USA,6,3,77.59,39.98,37.61,0.00
61d2115639,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Sergei VORONOV,RUS,5,4,78.68,42.08,37.60,1.00
d1b2f85186,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Nam NGUYEN,CAN,4,5,79.62,42.18,37.44,0.00
01de89a668,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Maxim KOVTUN,RUS,10,6,67.43,30.44,36.99,0.00
7c2fb0edcf,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Jorik HENDRICKX,BEL,7,7,76.62,38.61,38.01,0.00
bcfb7d6590,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Jason BROWN,USA,3,8,85.75,43.32,43.43,1.00
6ece4750ea,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Shoma UNO,JPN,1,9,89.15,46.87,43.28,1.00
697d3660e4,ISU GP 2016 Progressive Skate America,MEN SHORT PROGRAM,Adam RIPPON,USA,2,10,87.32,44.42,42.90,0.00
2328f28bac,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Marissa CASTELLI / Mervin TRAN,USA,4,1,110.78,54.13,57.65,1.00
3e00af446c,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Tarah KAYNE / Danny O'SHEA,USA,3,2,115.57,58.21,58.36,1.00
8b011d4d14,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,6,3,110.18,53.57,57.61,1.00
5c510f2769,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Valentina MARCHEI / Ondrej HOTAREK,ITA,8,4,107.20,51.48,55.72,0.00
8d9ae26634,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Julianne SEGUIN / Charlie BILODEAU,CAN,1,5,130.82,66.56,64.26,0.00
054eaca431,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Vanessa JAMES / Morgan CIPRES,FRA,7,6,108.87,52.60,59.27,3.00
5039f852b9,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Haven DENNEY / Brandon FRAZIER,USA,2,7,125.36,61.22,64.14,0.00
388f1366e3,ISU GP 2016 Progressive Skate America,PAIRS FREE SKATING,Evgenia TARASOVA / Vladimir MOROZOV,RUS,5,8,110.70,49.84,61.86,1.00
d37319c9db,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Valentina MARCHEI / Ondrej HOTAREK,ITA,6,1,62.49,33.97,28.52,0.00
193a1e0863,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Evgenia TARASOVA / Vladimir MOROZOV,RUS,1,2,75.24,41.54,33.70,0.00
d78af4f3d5,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Tarah KAYNE / Danny O'SHEA,USA,8,3,57.93,30.83,28.10,1.00
11732f892a,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Vanessa JAMES / Morgan CIPRES,FRA,4,4,65.78,34.84,30.94,0.00
79d4979c91,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Julianne SEGUIN / Charlie BILODEAU,CAN,3,5,66.49,35.96,30.53,0.00
7d224320a4,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Haven DENNEY / Brandon FRAZIER,USA,2,6,67.29,37.49,29.80,0.00
20abc9bd92,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Marissa CASTELLI / Mervin TRAN,USA,7,7,61.17,31.20,29.97,0.00
e8a522b5ad,ISU GP 2016 Progressive Skate America,PAIRS SHORT PROGRAM,Kristina ASTAKHOVA / Alexei ROGONOV,RUS,5,8,64.34,35.32,29.02,0.00
21613d449d,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Shiyue WANG / Xinyu LIU,CHN,8,1,86.30,46.10,40.20,0.00
093e5e8551,ISU GP 2016 Skate Canada International,ICE DANCE FREE DANCE,Cecilia TÖRN / Jussiville PARTANEN,FIN,10,2,82.16,42.82,39.34,0.00
